"311840 CONSELHEIRO PENA";-;-
"311860 CONTAGEM";-;-
"311880 CORACAO DE JESUS";-;-
"311870 COQUEIRAL";-;-
"311800 CONGONHAS";-;-
"311790 CONGONHAL";-;-
"311810 CONGONHAS DO NORTE";-;-
"311830 CONSELHEIRO LAFAIETE";-;-
"311820 CONQUISTA";-;-
"311890 CORDISBURGO";-;-
"311960 CORONEL PACHECO";-;-
"311950 CORONEL MURTA";-;-
"311970 CORONEL XAVIER CHAVES";-;-
"311990 CORREGO DO BOM JESUS";-;-
"311980 CORREGO DANTA";-;-
"311910 CORINTO";-;-
"311900 CORDISLANDIA";-;-
"311920 COROACI";-;-
"311940 CORONEL FABRICIANO";-;-
"311930 COROMANDEL";-;-
"311787 CONFINS";-;-
"311650 CLARO DOS POCOES";-;-
"311640 CLARAVAL";-;-
"311660 CLAUDIO";-;-
"311680 COLUNA";-;-
"311670 COIMBRA";-;-
"311610 CHAPADA DO NORTE";-;-
"311600 CHALE";-;-
"311615 CHAPADA GAUCHA";-;-
"311630 CIPOTANEA";-;-
"311620 CHIADOR";-;-
"311690 COMENDADOR GOMES";-;-
"311760 CONCEICAO DO PARA";-;-
"311750 CONCEICAO DO MATO DENTRO";-;-
"311770 CONCEICAO DO RIO VERDE";-;-
"311783 CONEGO MARINHO";-;-
"311780 CONCEICAO DOS OUROS";-;-
"311710 CONCEICAO DA APARECIDA";-;-
"311700 COMERCINHO";-;-
"311720 CONCEICAO DAS PEDRAS";-;-
"311740 CONCEICAO DE IPANEMA";-;-
"311730 CONCEICAO DAS ALAGOAS";-;-
"311995 CORREGO FUNDO";-;-
"312235 DIVISA ALEGRE";-;-
"312230 DIVINOPOLIS";-;-
"312240 DIVISA NOVA";-;-
"312247 DOM BOSCO";-;-
"312245 DIVISOPOLIS";-;-
"312190 DIVINESIA";-;-
"312180 DIONISIO";-;-
"312200 DIVINO";-;-
"312220 DIVINOLANDIA DE MINAS";-;-
"312210 DIVINO DAS LARANJEIRAS";-;-
"312250 DOM CAVATI";-;-
"312320 DORES DO INDAIA";-;-
"312310 DORES DE GUANHAES";-;-
"312330 DORES DO TURVO";-;-
"312350 DOURADOQUARA";-;-
"312340 DORESOPOLIS";-;-
"312270 DOM SILVERIO";-;-
"312260 DOM JOAQUIM";-;-
"312280 DOM VICOSO";-;-
"312300 DORES DE CAMPOS";-;-
"312290 DONA EUSEBIA";-;-
"312170 DIOGO DE VASCONCELOS";-;-
"312050 CRISTINA";-;-
"312040 CRISTIANO OTONI";-;-
"312060 CRUCILANDIA";-;-
"312080 CRUZILIA";-;-
"312070 CRUZEIRO DA FORTALEZA";-;-
"312010 COUTO DE MAGALHAES DE MINAS";-;-
"312000 CORREGO NOVO";-;-
"312015 CRISOLITA";-;-
"312030 CRISTALIA";-;-
"312020 CRISTAIS";-;-
"312083 CUPARAQUE";-;-
"312130 DESCOBERTO";-;-
"312125 DELTA";-;-
"312140 DESTERRO DE ENTRE RIOS";-;-
"312160 DIAMANTINA";-;-
"312150 DESTERRO DO MELO";-;-
"312090 CURVELO";-;-
"312087 CURRAL DE DENTRO";-;-
"312100 DATAS";-;-
"312120 DELFINOPOLIS";-;-
"312110 DELFIM MOREIRA";-;-
"313080 INGAI";-;-
"314053 MARTINS SOARES";-;-
"314050 MARTINHO CAMPOS";-;-
"314055 MATA VERDE";-;-
"314070 MATEUS LEME";-;-
"314060 MATERLANDIA";-;-
"314015 MARIO CAMPOS";-;-
"314010 MARILAC";-;-
"314020 MARIPA DE MINAS";-;-
"314040 MARMELOPOLIS";-;-
"314030 MARLIERIA";-;-
"314080 MATIAS BARBOSA";-;-
"314140 MEDINA";-;-
"314130 MEDEIROS";-;-
"314150 MENDES PIMENTEL";-;-
"314170 MESQUITA";-;-
"314160 MERCES";-;-
"314090 MATIPO";-;-
"314085 MATIAS CARDOSO";-;-
"314100 MATO VERDE";-;-
"314120 MATUTINA";-;-
"314110 MATOZINHOS";-;-
"314000 MARIANA";-;-
"313868 LUISLANDIA";-;-
"313867 LUISBURGO";-;-
"313870 LUMINARIAS";-;-
"313890 MACHACALIS";-;-
"313880 LUZ";-;-
"313850 LIBERDADE";-;-
"313840 LEOPOLDINA";-;-
"313860 LIMA DUARTE";-;-
"313865 LONTRA";-;-
"313862 LIMEIRA DO OESTE";-;-
"313900 MACHADO";-;-
"313960 MANTENA";-;-
"313950 MANHUMIRIM";-;-
"313970 MARAVILHAS";-;-
"313990 MARIA DA FE";-;-
"313980 MAR DE ESPANHA";-;-
"313920 MALACACHETA";-;-
"313910 MADRE DE DEUS DE MINAS";-;-
"313925 MAMONAS";-;-
"313940 MANHUACU";-;-
"313930 MANGA";-;-
"314180 MINAS NOVAS";-;-
"314435 NAQUE";-;-
"314430 NANUQUE";-;-
"314437 NATALANDIA";-;-
"314450 NAZARENO";-;-
"314440 NATERCIA";-;-
"314390 MURIAE";-;-
"314380 MUNHOZ";-;-
"314400 MUTUM";-;-
"314420 NACIP RAYDAN";-;-
"314410 MUZAMBINHO";-;-
"314460 NEPOMUCENO";-;-
"314505 NOVA PORTEIRINHA";-;-
"314500 NOVA PONTE";-;-
"314510 NOVA RESENDE";-;-
"314530 NOVO CRUZEIRO";-;-
"314520 NOVA SERRANA";-;-
"314467 NOVA BELEM";-;-
"314465 NINHEIRA";-;-
"314470 NOVA ERA";-;-
"314490 NOVA MODICA";-;-
"314480 NOVA LIMA";-;-
"314370 MORRO DO PILAR";-;-
"314240 MOEMA";-;-
"314230 MOEDA";-;-
"314250 MONJOLOS";-;-
"314270 MONTALVANIA";-;-
"314260 MONSENHOR PAULO";-;-
"314200 MIRABELA";-;-
"314190 MINDURI";-;-
"314210 MIRADOURO";-;-
"314225 MIRAVANIA";-;-
"314220 MIRAI";-;-
"314280 MONTE ALEGRE DE MINAS";-;-
"314340 MONTE SIAO";-;-
"314330 MONTES CLAROS";-;-
"314345 MONTEZUMA";-;-
"314360 MORRO DA GARCA";-;-
"314350 MORADA NOVA DE MINAS";-;-
"314300 MONTE BELO";-;-
"314290 MONTE AZUL";-;-
"314310 MONTE CARMELO";-;-
"314320 MONTE SANTO DE MINAS";-;-
"314315 MONTE FORMOSO";-;-
"313835 LEME DO PRADO";-;-
"313360 ITAPEVA";-;-
"313350 ITAPECERICA";-;-
"313370 ITATIAIUCU";-;-
"313380 ITAUNA";-;-
"313375 ITAU DE MINAS";-;-
"313310 ITANHANDU";-;-
"313300 ITAMONTE";-;-
"313320 ITANHOMI";-;-
"313340 ITAPAGIPE";-;-
"313330 ITAOBIM";-;-
"313390 ITAVERAVA";-;-
"313460 JABOTICATUBAS";-;-
"313450 ITUTINGA";-;-
"313470 JACINTO";-;-
"313490 JACUTINGA";-;-
"313480 JACUI";-;-
"313410 ITUETA";-;-
"313400 ITINGA";-;-
"313420 ITUIUTABA";-;-
"313440 ITURAMA";-;-
"313430 ITUMIRIM";-;-
"313290 ITAMOGI";-;-
"313140 IPIACU";-;-
"313130 IPATINGA";-;-
"313150 IPUIUNA";-;-
"313170 ITABIRA";-;-
"313160 IRAI DE MINAS";-;-
"313100 INHAUMA";-;-
"313090 INHAPIM";-;-
"313110 INIMUTABA";-;-
"313120 IPANEMA";-;-
"313115 IPABA";-;-
"313180 ITABIRINHA";-;-
"313250 ITAMARANDIBA";-;-
"313240 ITAJUBA";-;-
"313260 ITAMARATI DE MINAS";-;-
"313280 ITAMBE DO MATO DENTRO";-;-
"313270 ITAMBACURI";-;-
"313200 ITACAMBIRA";-;-
"313190 ITABIRITO";-;-
"313210 ITACARAMBI";-;-
"313230 ITAIPE";-;-
"313220 ITAGUARA";-;-
"313500 JAGUARACU";-;-
"313700 LADAINHA";-;-
"313695 JUVENILIA";-;-
"313710 LAGAMAR";-;-
"313730 LAGOA DOS PATOS";-;-
"313720 LAGOA DA PRATA";-;-
"313665 JUATUBA";-;-
"313660 NOVA UNIAO";-;-
"313670 JUIZ DE FORA";-;-
"313690 JURUAIA";-;-
"313680 JURAMENTO";-;-
"313740 LAGOA DOURADA";-;-
"313800 LARANJAL";-;-
"313790 LAMIM";-;-
"313810 LASSANCE";-;-
"313830 LEANDRO FERREIRA";-;-
"313820 LAVRAS";-;-
"313753 LAGOA GRANDE";-;-
"313750 LAGOA FORMOSA";-;-
"313760 LAGOA SANTA";-;-
"313780 LAMBARI";-;-
"313770 LAJINHA";-;-
"313657 JOSENOPOLIS";-;-
"313540 JECEABA";-;-
"313535 JAPONVAR";-;-
"313545 JENIPAPO DE MINAS";-;-
"313560 JEQUITAI";-;-
"313550 JEQUERI";-;-
"313507 JAMPRUCA";-;-
"313505 JAIBA";-;-
"313510 JANAUBA";-;-
"313530 JAPARAIBA";-;-
"313520 JANUARIA";-;-
"313570 JEQUITIBA";-;-
"313640 JOAQUIM FELICIO";-;-
"313630 JOAO PINHEIRO";-;-
"313650 JORDANIA";-;-
"313655 JOSE RAYDAN";-;-
"313652 JOSE GONCALVES DE MINAS";-;-
"313590 JESUANIA";-;-
"313580 JEQUITINHONHA";-;-
"313600 JOAIMA";-;-
"313620 JOAO MONLEVADE";-;-
"313610 JOANESIA";-;-
"311590 CHACARA";-;-
"292925 SAO GABRIEL";-;-
"292920 SAO FRANCISCO DO CONDE";-;-
"292930 SAO GONCALO DOS CAMPOS";-;-
"292937 SAO JOSE DO JACUIPE";-;-
"292935 SAO JOSE DA VITORIA";-;-
"292895 SAO DOMINGOS";-;-
"292890 SAO DESIDERIO";-;-
"292900 SAO FELIX";-;-
"292910 SAO FELIPE";-;-
"292905 SAO FELIX DO CORIBE";-;-
"292940 SAO MIGUEL DAS MATAS";-;-
"293000 SEBASTIAO LARANJEIRAS";-;-
"292990 SEABRA";-;-
"293010 SENHOR DO BONFIM";-;-
"293020 SENTO SE";-;-
"293015 SERRA DO RAMALHO";-;-
"292960 SAPEACU";-;-
"292950 SAO SEBASTIAO DO PASSE";-;-
"292970 SATIRO DIAS";-;-
"292980 SAUDE";-;-
"292975 SAUBARA";-;-
"292880 SANTO ESTEVAO";-;-
"292740 SALVADOR";-;-
"292730 SALINAS DA MARGARIDA";-;-
"292750 SANTA BARBARA";-;-
"292770 SANTA CRUZ CABRALIA";-;-
"292760 SANTA BRIGIDA";-;-
"292690 RIO DO PIRES";-;-
"292680 RIO DO ANTONIO";-;-
"292700 RIO REAL";-;-
"292720 RUY BARBOSA";-;-
"292710 RODELAS";-;-
"292780 SANTA CRUZ DA VITORIA";-;-
"292840 SANTA RITA DE CASSIA";-;-
"292830 SANTANOPOLIS";-;-
"292850 SANTA TEREZINHA";-;-
"292870 SANTO ANTONIO DE JESUS";-;-
"292860 SANTO AMARO";-;-
"292800 SANTALUZ";-;-
"292790 SANTA INES";-;-
"292805 SANTA LUZIA";-;-
"292820 SANTANA";-;-
"292810 SANTA MARIA DA VITORIA";-;-
"293030 SERRA DOURADA";-;-
"293260 URANDI";-;-
"293250 UNA";-;-
"293270 URUCUCA";-;-
"293290 VALENCA";-;-
"293280 UTINGA";-;-
"293220 UBAITABA";-;-
"293210 UBAIRA";-;-
"293230 UBATA";-;-
"293245 UMBURANAS";-;-
"293240 UIBAI";-;-
"293300 VALENTE";-;-
"293330 VITORIA DA CONQUISTA";-;-
"293325 VEREDA";-;-
"293340 WAGNER";-;-
"293350 WENCESLAU GUIMARAES";-;-
"293345 WANDERLEY";-;-
"293310 VARZEA DO POCO";-;-
"293305 VARZEA DA ROCA";-;-
"293315 VARZEA NOVA";-;-
"293320 VERA CRUZ";-;-
"293317 VARZEDO";-;-
"293200 UAUA";-;-
"293077 SOBRADINHO";-;-
"293076 SITIO DO QUINTO";-;-
"293080 SOUTO SOARES";-;-
"293100 TANHACU";-;-
"293090 TABOCAS DO BREJO VELHO";-;-
"293050 SERRINHA";-;-
"293040 SERRA PRETA";-;-
"293060 SERROLANDIA";-;-
"293075 SITIO DO MATO";-;-
"293070 SIMOES FILHO";-;-
"293105 TANQUE NOVO";-;-
"293160 TEOLANDIA";-;-
"293150 TEOFILANDIA";-;-
"293170 TERRA NOVA";-;-
"293190 TUCANO";-;-
"293180 TREMEDAL";-;-
"293120 TAPEROA";-;-
"293110 TANQUINHO";-;-
"293130 TAPIRAMUTA";-;-
"293140 TEODORO SAMPAIO";-;-
"293135 TEIXEIRA DE FREITAS";-;-
"292670 RIO DE CONTAS";-;-
"292230 MURITIBA";-;-
"292225 MUQUEM DE SAO FRANCISCO";-;-
"292240 MUTUIPE";-;-
"292260 NILO PECANHA";-;-
"292250 NAZARE";-;-
"292200 MUCURI";-;-
"292190 MUCUGE";-;-
"292205 MULUNGU DO MORRO";-;-
"292220 MUNIZ FERREIRA";-;-
"292210 MUNDO NOVO";-;-
"292265 NORDESTINA";-;-
"292300 NOVA VICOSA";-;-
"292290 NOVA SOURE";-;-
"292303 NOVO HORIZONTE";-;-
"292310 OLINDINA";-;-
"292305 NOVO TRIUNFO";-;-
"292273 NOVA FATIMA";-;-
"292270 NOVA CANAA";-;-
"292275 NOVA IBIA";-;-
"292285 NOVA REDENCAO";-;-
"292280 NOVA ITARANA";-;-
"292180 MORTUGABA";-;-
"292050 MARACAS";-;-
"292045 MANSIDAO";-;-
"292060 MARAGOGIPE";-;-
"292080 MARCIONILIO SOUZA";-;-
"292070 MARAU";-;-
"292010 MAIRI";-;-
"292000 MAIQUINIQUE";-;-
"292020 MALHADA";-;-
"292040 MANOEL VITORINO";-;-
"292030 MALHADA DE PEDRAS";-;-
"292090 MASCOTE";-;-
"292145 MIRANTE";-;-
"292140 MIRANGABA";-;-
"292150 MONTE SANTO";-;-
"292170 MORRO DO CHAPEU";-;-
"292160 MORPARA";-;-
"292105 MATINA";-;-
"292100 MATA DE SAO JOAO";-;-
"292110 MEDEIROS NETO";-;-
"292130 MILAGRES";-;-
"292120 MIGUEL CALMON";-;-
"292320 OLIVEIRA DOS BREJINHOS";-;-
"292560 PRESIDENTE DUTRA";-;-
"292550 PRADO";-;-
"292570 PRESIDENTE JANIO QUADROS";-;-
"292580 QUEIMADAS";-;-
"292575 PRESIDENTE TANCREDO NEVES";-;-
"292520 POJUCA";-;-
"292510 POCOES";-;-
"292525 PONTO NOVO";-;-
"292540 POTIRAGUA";-;-
"292530 PORTO SEGURO";-;-
"292590 QUIJINGUE";-;-
"292640 RIACHO DE SANTANA";-;-
"292630 RIACHAO DO JACUIPE";-;-
"292650 RIBEIRA DO AMPARO";-;-
"292665 RIBEIRAO DO LARGO";-;-
"292660 RIBEIRA DO POMBAL";-;-
"292595 RAFAEL JAMBEIRO";-;-
"292593 QUIXABEIRA";-;-
"292600 REMANSO";-;-
"292620 RIACHAO DAS NEVES";-;-
"292610 RETIROLANDIA";-;-
"292500 PLANALTO";-;-
"292380 PARIPIRANGA";-;-
"292370 PARATINGA";-;-
"292390 PAU BRASIL";-;-
"292405 PE DE SERRA";-;-
"292400 PAULO AFONSO";-;-
"292335 OUROLANDIA";-;-
"292330 OURICANGAS";-;-
"292340 PALMAS DE MONTE ALTO";-;-
"292360 PARAMIRIM";-;-
"292350 PALMEIRAS";-;-
"292410 PEDRAO";-;-
"292467 PIRAI DO NORTE";-;-
"292465 PINTADAS";-;-
"292470 PIRIPA";-;-
"292490 PLANALTINO";-;-
"292480 PIRITIBA";-;-
"292430 PIATA";-;-
"292420 PEDRO ALEXANDRE";-;-
"292440 PILAO ARCADO";-;-
"292460 PINDOBACU";-;-
"292450 PINDAI";-;-
"293360 XIQUE-XIQUE";-;-
"311070 CAMBUQUIRA";-;-
"311060 CAMBUI";-;-
"311080 CAMPANARIO";-;-
"311100 CAMPESTRE";-;-
"311090 CAMPANHA";-;-
"311020 CAJURI";-;-
"311010 CAIANA";-;-
"311030 CALDAS";-;-
"311050 CAMANDUCAIA";-;-
"311040 CAMACHO";-;-
"311110 CAMPINA VERDE";-;-
"311170 CANAA";-;-
"311160 CAMPOS GERAIS";-;-
"311180 CANAPOLIS";-;-
"311200 CANDEIAS";-;-
"311190 CANA VERDE";-;-
"311120 CAMPO BELO";-;-
"311115 CAMPO AZUL";-;-
"311130 CAMPO DO MEIO";-;-
"311150 CAMPOS ALTOS";-;-
"311140 CAMPO FLORIDO";-;-
"311000 CAETE";-;-
"310870 BRAS PIRES";-;-
"310860 BRASILIA DE MINAS";-;-
"310880 BRAUNAS";-;-
"310900 BRUMADINHO";-;-
"310890 BRAZOPOLIS";-;-
"310830 BORDA DA MATA";-;-
"310825 BONITO DE MINAS";-;-
"310840 BOTELHOS";-;-
"310855 BRASILANDIA DE MINAS";-;-
"310850 BOTUMIRIM";-;-
"310910 BUENO BRANDAO";-;-
"310960 CACHOEIRA DA PRATA";-;-
"310950 CABO VERDE";-;-
"310970 CACHOEIRA DE MINAS";-;-
"310990 CAETANOPOLIS";-;-
"310980 CACHOEIRA DOURADA";-;-
"310925 BUGRE";-;-
"310920 BUENOPOLIS";-;-
"310930 BURITIS";-;-
"310945 CABECEIRA GRANDE";-;-
"310940 BURITIZEIRO";-;-
"311205 CANTAGALO";-;-
"311470 CARVALHOPOLIS";-;-
"311460 CARRANCAS";-;-
"311480 CARVALHOS";-;-
"311500 CASCALHO RICO";-;-
"311490 CASA GRANDE";-;-
"311430 CARMO DO PARANAIBA";-;-
"311420 CARMO DO CAJURU";-;-
"311440 CARMO DO RIO CLARO";-;-
"311455 CARNEIRINHO";-;-
"311450 CARMOPOLIS DE MINAS";-;-
"311510 CASSIA";-;-
"311550 CAXAMBU";-;-
"311547 CATUTI";-;-
"311560 CEDRO DO ABAETE";-;-
"311580 CENTRALINA";-;-
"311570 CENTRAL DE MINAS";-;-
"311530 CATAGUASES";-;-
"311520 CONCEICAO DA BARRA DE MINAS";-;-
"311535 CATAS ALTAS";-;-
"311545 CATUJI";-;-
"311540 CATAS ALTAS DA NORUEGA";-;-
"311410 CARMO DE MINAS";-;-
"311265 CAPITAO ANDRADE";-;-
"311260 CAPINOPOLIS";-;-
"311270 CAPITAO ENEAS";-;-
"311290 CAPUTIRA";-;-
"311280 CAPITOLIO";-;-
"311220 CAPELA NOVA";-;-
"311210 CAPARAO";-;-
"311230 CAPELINHA";-;-
"311250 CAPIM BRANCO";-;-
"311240 CAPETINGA";-;-
"311300 CARAI";-;-
"311370 CARLOS CHAGAS";-;-
"311360 CAREACU";-;-
"311380 CARMESIA";-;-
"311400 CARMO DA MATA";-;-
"311390 CARMO DA CACHOEIRA";-;-
"311320 CARANDAI";-;-
"311310 CARANAIBA";-;-
"311330 CARANGOLA";-;-
"311350 CARBONITA";-;-
"311340 CARATINGA";-;-
"310820 BONFINOPOLIS DE MINAS";-;-
"310260 ANDRADAS";-;-
"310250 AMPARO DO SERRA";-;-
"310270 CACHOEIRA DE PAJEU";-;-
"310285 ANGELANDIA";-;-
"310280 ANDRELANDIA";-;-
"310210 ALTO RIO DOCE";-;-
"310205 ALTO CAPARAO";-;-
"310220 ALVARENGA";-;-
"310240 ALVORADA DE MINAS";-;-
"310230 ALVINOPOLIS";-;-
"310290 ANTONIO CARLOS";-;-
"310360 ARANTINA";-;-
"310350 ARAGUARI";-;-
"310370 ARAPONGA";-;-
"310380 ARAPUA";-;-
"310375 ARAPORA";-;-
"310310 ANTONIO PRADO DE MINAS";-;-
"310300 ANTONIO DIAS";-;-
"310320 ARACAI";-;-
"310340 ARACUAI";-;-
"310330 ARACITABA";-;-
"310200 ALTEROSA";-;-
"310060 AGUA BOA";-;-
"310050 ACUCENA";-;-
"310070 AGUA COMPRIDA";-;-
"310090 AGUAS FORMOSAS";-;-
"310080 AGUANIL";-;-
"310010 ABADIA DOS DOURADOS";-;-
" MUNICIPIO IGNORADO - MG";-;-
"310020 ABAETE";-;-
"310040 ACAIACA";-;-
"310030 ABRE CAMPO";-;-
"310100 AGUAS VERMELHAS";-;-
"310163 ALFREDO VASCONCELOS";-;-
"310160 ALFENAS";-;-
"310170 ALMENARA";-;-
"310190 ALPINOPOLIS";-;-
"310180 ALPERCATA";-;-
"310120 AIURUOCA";-;-
"310110 AIMORES";-;-
"310130 ALAGOA";-;-
"310150 ALEM PARAIBA";-;-
"310140 ALBERTINA";-;-
"310390 ARAUJOS";-;-
"310670 BETIM";-;-
"310665 BERIZAL";-;-
"310680 BIAS FORTES";-;-
"310700 BIQUINHAS";-;-
"310690 BICAS";-;-
"310630 BELO ORIENTE";-;-
"310620 BELO HORIZONTE";-;-
"310640 BELO VALE";-;-
"310660 BERTOPOLIS";-;-
"310650 BERILO";-;-
"310710 BOA ESPERANCA";-;-
"310780 BOM JESUS DO GALHO";-;-
"310770 BOM JESUS DO AMPARO";-;-
"310790 BOM REPOUSO";-;-
"310810 BONFIM";-;-
"310800 BOM SUCESSO";-;-
"310730 BOCAIUVA";-;-
"310720 BOCAINA DE MINAS";-;-
"310740 BOM DESPACHO";-;-
"310760 BOM JESUS DA PENHA";-;-
"310750 BOM JARDIM DE MINAS";-;-
"310610 BELMIRO BRAGA";-;-
"310450 ARINOS";-;-
"310445 ARICANDUVA";-;-
"310460 ASTOLFO DUTRA";-;-
"310480 AUGUSTO DE LIMA";-;-
"310470 ATALEIA";-;-
"310410 ARCEBURGO";-;-
"310400 ARAXA";-;-
"310420 ARCOS";-;-
"310440 ARGIRITA";-;-
"310430 AREADO";-;-
"310490 BAEPENDI";-;-
"310560 BARBACENA";-;-
"310550 BARAO DE MONTE ALTO";-;-
"310570 BARRA LONGA";-;-
"310600 BELA VISTA DE MINAS";-;-
"310590 BARROSO";-;-
"310510 BAMBUI";-;-
"310500 BALDIM";-;-
"310520 BANDEIRA";-;-
"310540 BARAO DE COCAIS";-;-
"310530 BANDEIRA DO SUL";-;-
"251207 POCO DE JOSE DE MOURA";-;-
"210055 AMAPA DO MARANHAO";-;-
"210050 ALTO PARNAIBA";-;-
"210060 AMARANTE DO MARANHAO";-;-
"210080 ANAPURUS";-;-
"210070 ANAJATUBA";-;-
"210030 ALDEIAS ALTAS";-;-
"210020 ALCANTARA";-;-
"210040 ALTAMIRA DO MARANHAO";-;-
"210047 ALTO ALEGRE DO PINDARE";-;-
"210043 ALTO ALEGRE DO MARANHAO";-;-
"210083 APICUM-ACU";-;-
"210125 BACABEIRA";-;-
"210120 BACABAL";-;-
"210130 BACURI";-;-
"210140 BALSAS";-;-
"210135 BACURITUBA";-;-
"210090 ARAIOSES";-;-
"210087 ARAGUANA";-;-
"210095 ARAME";-;-
"210110 AXIXA";-;-
"210100 ARARI";-;-
"210015 AGUA DOCE DO MARANHAO";-;-
"172080 SITIO NOVO DO TOCANTINS";-;-
"172065 SILVANOPOLIS";-;-
"172085 SUCUPIRA";-;-
"172093 TAIPAS DO TOCANTINS";-;-
"172090 TAGUATINGA";-;-
"172020 SAO MIGUEL DO TOCANTINS";-;-
"172015 SAO FELIX DO TOCANTINS";-;-
"172025 SAO SALVADOR DO TOCANTINS";-;-
"172049 SAO VALERIO";-;-
"172030 SAO SEBASTIAO DO TOCANTINS";-;-
"172097 TALISMA";-;-
"172210 XAMBIOA";-;-
"172208 WANDERLANDIA";-;-
" MUNICIPIO IGNORADO - MA";-;-
"210010 AFONSO CUNHA";-;-
"210005 ACAILANDIA";-;-
"172110 TOCANTINIA";-;-
"172100 PALMAS";-;-
"172120 TOCANTINOPOLIS";-;-
"172130 TUPIRATINS";-;-
"172125 TUPIRAMA";-;-
"210150 BARAO DE GRAJAU";-;-
"210312 CENTRAL DO MARANHAO";-;-
"210310 CEDRAL";-;-
"210315 CENTRO DO GUILHERME";-;-
"210320 CHAPADINHA";-;-
"210317 CENTRO NOVO DO MARANHAO";-;-
"210275 CAPINZAL DO NORTE";-;-
"210270 CANTANHEDE";-;-
"210280 CAROLINA";-;-
"210300 CAXIAS";-;-
"210290 CARUTAPERA";-;-
"210325 CIDELANDIA";-;-
"210375 DAVINOPOLIS";-;-
"210370 CURURUPU";-;-
"210380 DOM PEDRO";-;-
"210400 ESPERANTINOPOLIS";-;-
"210390 DUQUE BACELAR";-;-
"210340 COELHO NETO";-;-
"210330 CODO";-;-
"210350 COLINAS";-;-
"210360 COROATA";-;-
"210355 CONCEICAO DO LAGO-ACU";-;-
"210260 CANDIDO MENDES";-;-
"210193 BERNARDO DO MEARIM";-;-
"210190 BEQUIMAO";-;-
"210197 BOA VISTA DO GURUPI";-;-
"210203 BOM JESUS DAS SELVAS";-;-
"210200 BOM JARDIM";-;-
"210170 BARREIRINHAS";-;-
"210160 BARRA DO CORDA";-;-
"210173 BELAGUA";-;-
"210180 BENEDITO LEITE";-;-
"210177 BELA VISTA DO MARANHAO";-;-
"210207 BOM LUGAR";-;-
"210237 CACHOEIRA GRANDE";-;-
"210235 BURITIRANA";-;-
"210240 CAJAPIO";-;-
"210255 CAMPESTRE DO MARANHAO";-;-
"210250 CAJARI";-;-
"210215 BREJO DE AREIA";-;-
"210210 BREJO";-;-
"210220 BURITI";-;-
"210232 BURITICUPU";-;-
"210230 BURITI BRAVO";-;-
"172010 SAO BENTO DO TOCANTINS";-;-
"171090 ITAPIRATINS";-;-
"171070 ITAGUATINS";-;-
"171110 ITAPORA DO TOCANTINS";-;-
"171180 JUARINA";-;-
"171150 JAU DO TOCANTINS";-;-
"170930 GUARAI";-;-
"170900 GOIATINS";-;-
"170950 GURUPI";-;-
"171050 ITACAJA";-;-
"170980 IPUEIRAS";-;-
"171190 LAGOA DA CONFUSAO";-;-
"171270 MATEIROS";-;-
"171250 MARIANOPOLIS DO TOCANTINS";-;-
"171280 MAURILANDIA DO TOCANTINS";-;-
"171330 MIRANORTE";-;-
"171320 MIRACEMA DO TOCANTINS";-;-
"171200 LAJEADO";-;-
"171195 LAGOA DO TOCANTINS";-;-
"171215 LAVANDEIRA";-;-
"171245 LUZINOPOLIS";-;-
"171240 LIZARDA";-;-
"170830 GOIANORTE";-;-
"170560 CONCEICAO DO TOCANTINS";-;-
"170555 COMBINADO";-;-
"170600 COUTO MAGALHAES";-;-
"170625 CRIXAS DO TOCANTINS";-;-
"170610 CRISTALANDIA";-;-
"170410 CENTENARIO";-;-
"170390 CASEARA";-;-
"170460 CHAPADA DE AREIA";-;-
"170550 COLINAS DO TOCANTINS";-;-
"170510 CHAPADA DA NATIVIDADE";-;-
"170650 DARCINOPOLIS";-;-
"170765 FIGUEIROPOLIS";-;-
"170755 FATIMA";-;-
"170770 FILADELFIA";-;-
"170825 TABOCAO";-;-
"170820 FORMOSO DO ARAGUAIA";-;-
"170710 DIVINOPOLIS DO TOCANTINS";-;-
"170700 DIANOPOLIS";-;-
"170720 DOIS IRMAOS DO TOCANTINS";-;-
"170740 ESPERANTINA";-;-
"170730 DUERE";-;-
"171360 MONTE DO CARMO";-;-
"171840 PRESIDENTE KENNEDY";-;-
"171830 PRAIA NORTE";-;-
"171845 PUGMIL";-;-
"171855 RIACHINHO";-;-
"171850 RECURSOLANDIA";-;-
"171780 PONTE ALTA DO BOM JESUS";-;-
"171750 PIUM";-;-
"171790 PONTE ALTA DO TOCANTINS";-;-
"171820 PORTO NACIONAL";-;-
"171800 PORTO ALEGRE DO TOCANTINS";-;-
"171865 RIO DA CONCEICAO";-;-
"171889 SANTA RITA DO TOCANTINS";-;-
"171888 SANTA MARIA DO TOCANTINS";-;-
"171890 SANTA ROSA DO TOCANTINS";-;-
"172000 SANTA TEREZINHA DO TOCANTINS";-;-
"171900 SANTA TEREZA DO TOCANTINS";-;-
"171875 RIO SONO";-;-
"171870 RIO DOS BOIS";-;-
"171880 SAMPAIO";-;-
"171886 SANTA FE DO ARAGUAIA";-;-
"171884 SANDOLANDIA";-;-
"171720 PIRAQUE";-;-
"171500 NOVA ROSALANDIA";-;-
"171488 NOVA OLINDA";-;-
"171510 NOVO ACORDO";-;-
"171525 NOVO JARDIM";-;-
"171515 NOVO ALEGRE";-;-
"171380 PALMEIRAS DO TOCANTINS";-;-
